id,trans
filename,scene_chr618_q4_s10
info,scene_chr618_q4_s10
160,ペンギーはそれが無性に嬉しくて、\nいつもよりも長く、\nそして大きく手を振るのだった。
152,ヒーローは皆に笑顔を届け、\n皆の笑顔でヒーローが笑う。
151,ぺっぎぃ☆　ぺぎぺぎぃ☆\n<span class='scene-font-kokoro'>（みんなのヒーロー、ペンギーだよ☆）</span>
150,（オッチャン……\nボク、ちゃんとペンギーだよね？）
149,（でも……\nみんなが会いに来てるのは、\n「ペンギー」なんだ！）
148,（ボク、心のどこかで思ってた……\nこの街のみんなは、\nオッチャンを見に来てるんだって……）
147,温かい声援を受けて、\nペンギーはふと感慨に浸る。
146,<span class='scene-font-4'>がんばれー！</span>\nペンギーちゃん！
145,ペンギーちゃん！\n今日もカッコいいわ～！
144,待ってたぞー！\nペンギーーー！！！
142,ぺぎっ☆　ぺぎぺぎぃ☆
140,ペンギーは舞台袖で\nワクワクしながら行く末を見守り──\nそしてついに出番が来る。
139,ショーには街の住民がひとり残らず\n詰めかけていた。
133,まあ、譲れないのはわかったけどよ……\nせめて変身は最後にしようぜ？
132,なんで納得してんだよ！？
131,なるほど……\n確かにすごいですっ！
130,しかも……\nおっきいほうが、みんなに見える！\nどう？　これスゴくない！？
129,へっ……？
128,ペンギーが100倍おっきかったら、\nそのぶん勇気も100倍届けられるのさ☆
127,ノンノンっ！\nそういうんじゃなくてね～……
126,なんだ……？\nめちゃくちゃ強いとかそういう話か？
125,ええっと……\nオッチャンさんは、勇気のカタマリって\n言ってたんですよね？
124,ボク……わかったんだやーう！\nオッチャンがどうして、\nダイ☆ペンギーを造りたかったのかさ☆
123,ったく、どうしてペンギーは\nダイ☆ペンギーにこだわってんだよ？
122,さっすが東海テイオー！\nわかってるぅ～☆
121,って、ノリ気なのかよ！？\nなんかスイッチ入っちまったか？
120,おいおい……\nマジメに考え込むなって……
119-sel2_txt,派手な爆発は任せて！
119-sel1_txt,どうにか策を……
119,なんとかなるわけねぇだろ！\nなぁ、舞台演出する\n東海テイオーだって困るよな？
118,じゃあじゃあ、そこはビィビィの\n超☆絶☆気合いでなんとかしちゃお☆
117,けどよ、主役のお前が\nダイ☆ペンギーで登場するってのは……\nちょっとスケールが違いすぎるだろ！？
116,いやいや、待てって！\n敵役がオイラ本人なのはまぁいいぜ？\n機械兵はぶっ壊れちまったからな。
115,だいじょ～ぶいっ！\nこれならみんなも、\nテンションあげぺぐ間違いナシ☆
114,なぁペンギー\n考え直した方がいいんじゃねぇか？
113,そして、今日は復興の区切りとして、\nペンギーがヒーローショーを\n行う予定だったが──
107,人々の努力が実を結び、\n都市機能は十分に復活しており、\n街は活気を取り戻しつつあった。
106,ペンギーと東海テイオー達は、\n事件後もしばらく街に滞在し、\n復興を手伝っていた。
104,街で起きた事件から、\nしばらくの時が流れた。
98,男は沈痛な表情で──\nだが憑き物が落ちたように、\n静かにつぶやくのだった。
97,誰かを救うなんて、\n大それた真似はできなくても……
96,……牢の中からでも、\nできる事はあるのだろうか。
95,…………
94,呆れたヤツだ……\n俺にまで同情するなど……
93,ぐすっ……\nわかんない……\nでも、ボクも悲しいんだもん。
92,なぜお前が泣く。\nお前には関係がない事だ。
91,ペンギーは、喉の奥が熱くなり、\n声を震わせていた。
90,それなのに……\n助けてあげられなくて、\nつらい思いをさせて……ごめんね。
89,……っ！
88,だからね……\n友達を守るために立ち向かったキミは、\nとってもヒーローだったと思う。
87,多いも少ないも、\n大きいも小さいもないよ！
86,ヒーローは、\n多くの人々を救うものだろう？
85,……馬鹿馬鹿しい。\n傍にいるだけでいいだと？
84,そんな誰かの姿が、\nまた誰かに勇気を与えて……\n新たなヒーローが生まれるんだから！
83,戦えなくたって、\n傍にいるだけでもいいんだよ！
80,だから、今度はわたしがあげる番！
79,ペンギーちゃんから、\nたくさん勇気をもらったもん。
76,でも、弱くて傷ついたぶん……\nその痛みがわかって、\n誰かを助けるために頑張れる……
75,うっかりペンギーから\n出られなくなって、\nめそめそ泣きはじめたり……
74,タヌキの足音にびっくりして、\n部品を踏んでケガしたり……
73,よく考えたらさ、オッチャンって、\nおっちょこちょいで臆病で、\nダメダメだったんだよねっ！
72,弱い、心……？
71,<span class='scene-font-bold scene-font-blue'>「強い機体に、弱い心」</span>って……
70,そのはしっこに……\nなんて書いてあったと思う？
69,でも、ある日……\n部屋を片付けてたら、\nペンギーの設計図を見つけたんだ。
68,オッチャンが死んだあと……\nボクにはムリだってベソかいてさ……
67,何……？
66,ボクも、同じこと思ってた。\nペンギーになんてなれないって……
63,ペンギーになんて、\nなれっこないよ……
62,ボクには、ムリだよ。\nオッチャンみたいになんて……
59,…………
58,俺は身を以て知っている。\nなのに、どうして奴らは……
57,ペンギーのようになりたくても\n誰もがなれるわけじゃない。
56,だが、なぜだ……\n弱いはずの奴らがなぜ、\n逃げ出さずに立ち向かってきた？
55,男は吐き捨てるように言うと、\n機能を停止した機械兵を見上げる。
54,フン、俺の故郷の連中も、\nペンギーに勇気とやらを貰っていれば、\n俺を助けてくれたとでも？
53,ペンギーは、遠くから心配そうに\nこちらを見守っている\n住民達に目を向ける。
52,ペンギーがいる今なら、\nきっと違っていたと思うから……
51,……10年近く前ってことは、\nボクがペンギーを継ぐまでの間に\n起きたってことだよ……
50,ううん、そんなんじゃないよ。
49,馬鹿にしているのか？\n今さら謝罪など──
48,ごめんね……\n助けてあげられなくて。
47,…………
46,許せなかった……！\nヤツがどれだけの人を救おうが、\n俺は救われなかったんだからな！
45,ペンギーへの賞賛を聞くたび、\n胸の中に黒いものが溜まっていった。
44,それで……\nペンギーのことを憎んで……
43,アイツは助ける人間を選んでる……\nそう思うようになった。
42,だが、ペンギーは来なかった。
41,ペンギーが助けてくれる……\nそう信じて疑わなかった。
40,男は、初めは反抗していたものの、\nやがて諦めるようになったと語る。
39,よくある話だろうが……\n当事者になると堪えるものだ。
38,だが、返り討ちにされて……\n次の日からは俺が標的になった。
37,……いじめられていた友達を\n助けたくて、ペンギーのように\nあいつらに立ち向かった。
30,弱い者いじめはやめろ！\nこの僕が相手になる！
29,そんな時だった……
23,そして、皆を守る英雄に……\nペンギーのようになりたいと\n思ったんだ。
22,ペンギーの事を深く知りたくて、\n機械の勉強なども始めた。
21,ペンギーは、山で起きた雪崩から、\n親父がいた隊商を颯爽と救いだして……
18,…………！
17,俺はまだ現実を知らないガキだった。\nその上、問題外の馬鹿で……\nペンギーに憧れていた。
16,……10年近く前の話だ。
15,男は機械兵から目を離し、\nペンギーの方をじっと見る。
14,…………
13,だから敵でも思いやると？\nやはり偽善に変わりないな。
12,きっと、何か理由が\nあるんじゃないかって、\nそう思って……
11,キミは……\nペンギーを恨んでたんでしょ？
10,ペンギーは、いつも通りの\n明るい調子で男に声を掛ける。
